poc_id,sku_id,region_id,country_id,city_id,order_id,channel_id,brand_id,subsegment_id,state_id,segment_id,route_id, delivery_center_id,deliver_region_id,sales_route_id,date,join_date,bees_join_date,days_since_last_order,is_purchased,quantity,average_products_per_order,interaction_score,number_of_orders_for_pid,credit_total,credit_payment_terms,maltas,cervezas,agua,num_skus,num_orders,skus_per_order,average_order_revenue
39,20,47,43,57,61,78,31,25,3,4,95,99,14,41,2020-01-11,2020-01-11,2020-01-11,93,45,0.5399115689738865,0.7761047621042836,0.6947283312705957,0.8869290757149855,0.765205866888497,0.04384494420459362,0.23315142123492238,0.68418158209701,0.8445190677430192,0.4852848264223575,0.7227707624209315,0.5209598024630878,0.3946273134628746
73,20,96,73,27,67,53,68,62,15,97,5,68,12,87,2020-01-12,2020-01-12,2020-01-12,17,34,0.2975119997575907,0.053542219013232306,0.16139842110935076,0.30575962353194697,0.4369522970084909,0.6111680676322732,0.1464340419727117,0.6644371344099899,0.1358184473852554,0.6942968322595625,0.9141343830389455,0.22288308661064749,0.32317262724182494
78,76,57,17,25,30,22,26,81,61,62,84,34,33,71,2020-01-13,2020-01-13,2020-01-13,49,57,0.20747016002460095,0.0617511885757116,0.2772283773747687,0.504517584154807,0.2614137913430734,0.826844564713406,0.002716602362796361,0.5942178336427608,0.20608358778815894,0.6081120562888173,0.8525040463479496,0.3954760228466536,0.4747724732650127
86,32,14,72,57,25,80,42,19,41,55,80,12,39,94,2020-01-14,2020-01-14,2020-01-14,84,55,0.9711269791948769,0.38869886541181975,0.6080681628095044,0.30964695056357083,0.7931895006794231,0.40928417615094215,0.8464927536456209,0.5361798415418064,0.08493258609506915,0.3199798741334048,0.24805121069755032,0.6464456562825486,0.8300864591408862
2,96,45,89,25,68,83,4,77,36,87,62,70,88,44,2020-01-15,2020-01-15,2020-01-15,68,87,0.9653765851230642,0.8985023738705032,0.480070326134331,0.3663813543753147,0.3590260666227518,0.9624386914937656,0.6696036193420654,0.3890234525861357,0.6770796969492482,0.2707090172688762,0.3557263874808452,0.6913698879819589,0.2565730329773712
33,12,85,11,55,38,29,3,28,84,90,24,54,52,47,2020-01-16,2020-01-16,2020-01-16,85,71,0.24782025371252925,0.16819519658699988,0.4027704139654057,0.4369732447887066,0.9578462626000356,0.2648599009904874,0.04190279572762923,0.5015896995196629,0.09555338987490825,0.2779557714057237,0.571207035046583,0.23687284732747538,0.39883238171155655
21,54,30,68,36,40,10,74,42,24,4,47,91,51,4,2020-01-17,2020-01-17,2020-01-17,13,52,0.9305228431850124,0.060717864811923095,0.4374468456269678,0.6394289520872071,0.5826954339715066,0.6604182958029525,0.04576057070842798,0.2497586642773345,0.03332586698566542,0.6575292275108037,0.42072992979370505,0.583027750060935,0.46988932066925504
32,10,11,28,46,72,40,62,86,98,45,35,35,89,34,2020-01-18,2020-01-18,2020-01-18,37,90,0.9653146558363104,0.13606294287696785,0.5401818429810572,0.4345643918938705,0.43346727233751436,0.08692234174265556,0.5471848498174984,0.7543483995505134,0.6576041110523065,0.23205480628649577,0.21848193861034937,0.8471072973029397,0.894459225323418
6,37,1,76,35,70,54,81,63,9,62,2,82,36,92,2020-01-19,2020-01-19,2020-01-19,41,71,0.8387193440474396,0.054821629270566996,0.2715561750063963,0.38110426235229244,0.09362858069496516,0.44153278840861154,0.4724858317406504,0.41187861918148816,0.8438833791491391,0.4889430593573997,0.7474003582549916,0.7228249304347573,0.22581901688596528
41,37,49,26,68,36,31,30,34,19,18,94,85,3,70,2020-01-20,2020-01-20,2020-01-20,25,56,0.5869278084895211,0.05341071460650715,0.4987745249681377,0.11795633279564377,0.0022503934426852945,0.3787158444121993,0.9631470077785608,0.6834865679004473,0.34944563907014004,0.7141411867026002,0.559235545971627,0.6597500201942735,0.11823814380010533
13,45,67,92,86,40,40,76,23,31,18,71,72,19,93,2020-01-21,2020-01-21,2020-01-21,42,60,0.4700401038942864,0.788472300382465,0.3838498829320274,0.9554414331095155,0.5985654595315469,0.9420166389032284,0.5710934027751376,0.21022447562364233,0.2613936392368731,0.5800473555637307,0.8293783277809041,0.19500384260529813,0.5451576858874871
44,84,50,42,94,47,22,74,90,97,92,74,29,82,59,2020-01-22,2020-01-22,2020-01-22,7,47,0.3504335341693957,0.8284593679866399,0.7653313051807334,0.04085155079317149,0.2121252302162555,0.5988187864793904,0.8429135071068456,0.6228288658571858,0.9245088290903484,0.4721605250731169,0.744338580639827,0.3379382853756071,0.07470772788106594
1,87,64,17,37,95,25,64,68,52,9,57,92,94,88,2020-01-23,2020-01-23,2020-01-23,66,94,0.754836834404291,0.3174521760817993,0.44534805747106687,0.2644332579427344,0.3121898847088027,0.7856480022835046,0.04352971519742099,0.045929794488064224,0.627232014251116,0.04991509992375209,0.6518473989945874,0.1549088882471057,0.4662819600099748
33,20,73,72,88,14,59,82,56,65,76,93,37,26,33,2020-01-24,2020-01-24,2020-01-24,69,26,0.6085531995577096,0.21702185163811083,0.6088366280856385,0.09887699263551286,0.5484940989333061,0.6061473264182381,0.005479034237608316,0.9906334001764379,0.09644518821658421,0.4502291437957664,0.15508420868847805,0.04261759211825278,0.5015620239770254
43,15,87,29,21,83,69,23,84,8,73,62,14,6,1,2020-01-25,2020-01-25,2020-01-25,41,28,0.5961526216331919,0.23911020834743224,0.6701321261074227,0.7578848295863293,0.8852643877670232,0.518276537123161,0.5346641862250046,0.4388185394543723,0.5399250507775485,0.02883074189769108,0.580667793543859,0.642299934674174,0.9980793417384604
9,80,80,54,12,5,40,93,46,27,75,53,50,92,52,2020-01-26,2020-01-26,2020-01-26,81,76,0.2772063094842342,0.9298636581399113,0.8701948181065933,0.428649273103317,0.7902075204266337,0.5382260232848093,0.10914045614718171,0.06830124015122596,0.25740379893872156,0.29826429149218725,0.4754603754864506,0.43232909869626046,0.22644862375533215
19,35,52,31,54,59,44,56,19,46,88,66,71,54,49,2020-01-27,2020-01-27,2020-01-27,82,57,0.6609451763631411,0.9780113932914807,0.6102656668348382,0.05923961455172755,0.3633605324691658,0.29930310239298696,0.15844369904762534,0.13839016051572806,0.22638959585528162,0.5753308886379852,0.25711273562828596,0.9695185096983491,0.10160699175291299
95,60,81,27,36,59,50,74,45,14,71,39,40,9,14,2020-01-28,2020-01-28,2020-01-28,79,57,0.248080987175735,0.34587716919859723,0.08546780960796163,0.8159750512039677,0.2879539801360488,0.4102303324882819,0.9874815161930952,0.8661372534417047,0.29932336601470455,0.018868363287992573,0.07614441646396242,0.6294163508626018,0.64826525409024
8,81,23,80,90,9,7,82,72,85,90,67,61,17,57,2020-01-29,2020-01-29,2020-01-29,18,43,0.4351418181096621,0.1858652201938119,0.5504242114081159,0.8816806352335353,0.8854155693311778,0.18626368931793502,0.16860239426953938,0.26314380972781193,0.3025824562616817,0.12785396939330274,0.748982221439167,0.5904452060757778,0.6762845527337008
24,25,5,50,88,31,55,26,21,98,58,24,28,30,34,2020-01-30,2020-01-30,2020-01-30,33,78,0.10433039362871566,0.2760686442018615,0.2901116552578088,0.11961119759064653,0.48789347930800464,0.28731046993180154,0.5167616007577409,0.06091514074795268,0.7063507376053981,0.8513836622450551,0.5901732944704072,0.1414766826167584,0.6025775032841171
54,52,87,8,10,55,1,84,37,82,21,4,43,66,21,2020-01-31,2020-01-31,2020-01-31,9,31,0.11994945903941001,0.12552724553711891,0.633218938656841,0.09954631618988619,0.07888881741820708,0.2808723658897897,0.0736135784201768,0.8686941700896165,0.5842152904402991,0.43754677383429896,0.4447707636750342,0.7932385991600289,0.6830862972584414
37,69,81,48,11,95,92,44,64,32,21,71,10,61,92,2020-02-01,2020-02-01,2020-02-01,81,66,0.38712797847688507,0.7232607879422972,0.9775774351153631,0.018092130205049184,0.9259435315017485,0.22016868216654206,0.8502942860334282,0.8838047786579621,0.8650096560882745,0.8085701261501098,0.22024755313184174,0.06067165614691128,0.23671928729934955
36,84,77,19,75,99,98,44,4,13,59,2,1,40,25,2020-02-02,2020-02-02,2020-02-02,52,95,0.6183121088610335,0.7552349585629833,0.4395535681572995,0.9645920352353147,0.971800132114015,0.9302165773621326,0.5155634625057574,0.0802050305765667,0.5314826151555418,0.4447644835338994,0.4197578391388229,0.8483987864402978,0.39881190782740883
59,37,70,7,4,99,41,61,34,29,69,27,97,52,74,2020-02-03,2020-02-03,2020-02-03,1,71,0.09862396246881888,0.9669950858909528,0.9516877204642985,0.8138356976419875,0.9427393488401115,0.21287576099304306,0.44830036186002953,0.014791082336509831,0.6530254071496776,0.7658494613454221,0.709956476587058,0.21281509697388157,0.08552944213892077
54,70,34,8,95,73,85,8,68,86,92,68,85,72,84,2020-02-04,2020-02-04,2020-02-04,53,85,0.7789046249923288,0.12834281198725472,0.6866422074019397,0.8760781192541285,0.8542220667909107,0.1826655834665164,0.9260314693368373,0.8201490022123488,0.32315133232134396,0.2520603793247872,0.8066305543198847,0.44301059372943274,0.50970416050424
96,1,6,92,31,74,84,8,22,93,9,44,47,1,52,2020-02-05,2020-02-05,2020-02-05,44,89,0.02992360688659268,0.8464351903150236,0.8348713135859513,0.6979171158811117,0.5674629462840871,0.7801118491754842,0.08141475820934418,0.5832819387824549,0.27304821738413576,0.7995184538445909,0.77092377891173,0.25315857933849817,0.4913968685692863
39,90,75,99,88,97,84,27,79,33,71,98,45,60,58,2020-02-06,2020-02-06,2020-02-06,55,19,0.9457388714592987,0.0023142898094913322,0.8206257990928352,0.6857652853887342,0.5248756169310185,0.4604836899183974,0.009134730276922132,0.7662126661694026,0.2090837257731697,0.807797135962429,0.4651482867505444,0.6939310451666808,0.03850906615350769
51,46,5,58,94,92,18,36,67,21,46,58,80,37,63,2020-02-07,2020-02-07,2020-02-07,31,7,0.41087855749532887,0.7310979308877992,0.9396440412846467,0.22100078237426812,0.26201446454694044,0.6551704050281946,0.20697815016428145,0.3529723115927065,0.6572871322140895,0.18122277762234462,0.47247083510767796,0.697210751185884,0.39474461111483994
5,78,31,88,99,36,74,91,56,27,23,77,80,99,91,2020-02-08,2020-02-08,2020-02-08,98,87,0.1422210322348334,0.9015789618731846,0.072535677083024,0.6986486475127753,0.4904911366961332,0.8551561305948978,0.029657689452745828,0.4020887113512357,0.555341295906239,0.44374980394439223,0.8127718165129681,0.6904582306294241,0.8693115870126712
52,47,81,62,61,48,1,11,76,14,72,95,7,46,31,2020-02-09,2020-02-09,2020-02-09,64,93,0.28984880513563815,0.6862210961156967,0.1533037107509092,0.9801749165361399,0.9868215371844191,0.2336883983719228,0.4455581441012173,0.3818478964388061,0.3053041580772051,0.9259906935542274,0.757461638514983,0.7595858854853438,0.9237682087279344
16,42,39,54,44,83,8,93,66,42,67,93,79,92,32,2020-02-10,2020-02-10,2020-02-10,89,21,0.6155642908723209,0.0728399203343576,0.18620622274753695,0.27369736816601575,0.18174248232321322,0.046822510057945466,0.3648678296342446,0.19250184968762085,0.38757569616951737,0.3670957817870437,0.2890753477382483,0.6950799206879472,0.42356280872516894
94,51,47,94,34,13,97,81,67,73,11,91,28,57,66,2020-02-11,2020-02-11,2020-02-11,30,3,0.5569038057732498,0.4853673607270387,0.028381194134299736,0.35387419951402954,0.8354688213379361,0.8847912232843796,0.029520954306419767,0.8746375154785273,0.09619168841493864,0.6171435761285701,0.9877003988214168,0.9842723783626034,0.7246351044233614
65,70,89,35,80,4,61,38,44,84,89,71,21,7,29,2020-02-12,2020-02-12,2020-02-12,87,66,0.6626611752168855,0.21830036406632014,0.7080297051266142,0.7924506591209503,0.4883088703821129,0.8047030817434805,0.8449430329080835,0.4328868003411699,0.9628980755711466,0.6771512130958066,0.4418414867310698,0.304176889714734,0.21061464543986397
7,67,93,93,70,74,55,78,22,32,82,36,9,26,22,2020-02-13,2020-02-13,2020-02-13,69,59,0.5453730466146804,0.628616857435427,0.3758470850170895,0.738760258251505,0.7050222139166936,0.4459600413485607,0.6257503827188104,0.4456316694410426,0.07768921583005639,0.7516382354994897,0.8726112999113848,0.26339681225022804,0.6753827375860924
46,87,17,26,38,2,6,71,13,91,75,55,79,63,73,2020-02-14,2020-02-14,2020-02-14,46,53,0.17664540405339335,0.14951817246225763,0.2384753768182707,0.6021271039623085,0.33836772714205476,0.15980492884590325,0.13001028367388057,0.8656146030710083,0.026231649584339545,0.41107975883368086,0.3958664546363615,0.7538218838788276,0.5662936413388112
72,46,6,48,60,43,68,11,58,92,90,4,79,83,70,2020-02-15,2020-02-15,2020-02-15,56,5,0.6724770937025718,0.8250981097210974,0.7537026394786228,0.167729166896053,0.5415301127429338,0.4152226582417272,0.903047972351293,0.4355546822508345,0.9270830415870388,0.06084464897082331,0.12579555006828602,0.03630038859456686,0.6945209434492028
59,5,18,70,64,95,25,4,70,41,37,59,50,56,25,2020-02-16,2020-02-16,2020-02-16,86,45,0.4286070559390338,0.9520399995950348,0.4116881794715005,0.28677065865171514,0.5851946045733025,0.8349373691358309,0.7256877128155774,0.7040174405647899,0.05418209304193344,0.5190085774160385,0.6599185351908321,0.9786122108355739,0.6170264852853011
34,19,98,79,8,54,47,34,82,30,13,47,33,35,88,2020-02-17,2020-02-17,2020-02-17,50,50,0.4913105433696372,0.5984875554632633,0.7672717963958529,0.24836407713716646,0.7487853142506805,0.4428780764454967,0.03481247713030933,0.1316710799613955,0.6244881157960297,0.22687803543302554,0.9171925383541718,0.767759934769084,0.9633293192812654
26,47,53,65,77,74,19,5,8,4,49,77,38,49,83,2020-02-18,2020-02-18,2020-02-18,56,80,0.01052481261517757,0.8606595788541577,0.9079075841000518,0.9646827819520678,0.576358637933519,0.43834296637676984,0.4173095535299517,0.4746477791530629,0.6696436605054208,0.7969288856559968,0.07930363148717456,0.2695057487066643,0.735032004486014
52,50,72,91,50,30,4,75,85,66,21,81,43,29,27,2020-02-19,2020-02-19,2020-02-19,9,29,0.46292836750225586,0.22718916811261802,0.45869880693784204,0.8215423630320687,0.1993196401412748,0.9170539791482595,0.5411811227095588,0.43305511859500423,0.18770244017101223,0.2708795012843478,0.3504975916389176,0.7867476840851785,0.48330062634604887
88,53,49,67,10,3,90,91,69,11,13,98,38,40,33,2020-02-20,2020-02-20,2020-02-20,69,34,0.8462440337133129,0.8371492198919852,0.9843948061392865,0.8153835418315972,0.035057145804351486,0.25778124780789424,0.25044979965234604,0.09000893055754677,0.19448160002648351,0.688485185701823,0.13873803613112623,0.6976957304002307,0.22276585238316104
34,27,90,51,89,83,21,95,29,73,19,26,25,40,29,2020-02-21,2020-02-21,2020-02-21,37,67,0.9651188369679082,0.8232282478362023,0.37626778838583474,0.8190166768836242,0.43660170969292633,0.9131830764296999,0.6285521595402837,0.2488132209829289,0.053593607132503496,0.28230392679323646,0.7859534347862179,0.7334768284468289,0.6769448000518777
25,19,68,45,84,46,55,1,11,68,7,92,58,71,20,2020-02-22,2020-02-22,2020-02-22,93,50,0.9642201842586616,0.7742914329606962,0.9190803072427853,0.5921072573915533,0.21244657507184672,0.4164408935987085,0.4646976513479274,0.22749943651045768,0.11492657505200765,0.9082913043455105,0.43647908495337606,0.83167800442373,0.9027435656063565
35,51,21,44,1,67,98,13,16,34,24,13,6,39,2,2020-02-23,2020-02-23,2020-02-23,48,64,0.8516159315458153,0.19820074654658904,0.4811018376993055,0.3596556085542596,0.6398677258562225,0.45744962744131634,0.7853643104740675,0.09013361191801061,0.09358349096633489,0.4810059391551207,0.5109073302418178,0.8391252020195418,0.7338327212252143
11,7,7,39,76,86,51,52,3,77,30,10,73,6,54,2020-02-24,2020-02-24,2020-02-24,65,31,0.5993216341220693,0.7592848796625105,0.06977842672959667,0.3704336627024343,0.7523914648343842,0.42418202972323305,0.9797701213502394,0.43816493402983914,0.3236927192613799,0.9449300358711223,0.796908340209562,0.6063682834158441,0.622687004573297
66,44,80,63,77,48,77,22,19,90,14,95,93,86,7,2020-02-25,2020-02-25,2020-02-25,6,18,0.4212207122908943,0.29319175635369543,0.5194685616305097,0.4049414972664972,0.41895713899328924,0.9922699717317277,0.6908613675720282,0.9003165788767755,0.7023745551203355,0.7711621999138197,0.21730885478659423,0.7851226304042362,0.3169043617022149
49,41,27,31,6,16,64,38,60,96,97,81,33,63,11,2020-02-26,2020-02-26,2020-02-26,22,97,0.3624232862065281,0.33005454696289416,0.03329789660323912,0.608530237914932,0.9590026692255452,0.15435881599217782,0.9095928515548622,0.2528723968269274,0.07658380398399323,0.16653850638578516,0.4894439368541529,0.40428014940132306,0.23516209693589385
13,94,65,30,91,23,20,6,37,84,6,93,77,27,84,2020-02-27,2020-02-27,2020-02-27,68,49,0.48567702945210656,0.23025470210144294,0.17937209124904052,0.6428433195191666,0.6696211603953222,0.24664850832690477,0.06905137803144179,0.936690741179371,0.6461757346445118,0.6679283295567725,0.41874046881286986,0.42754957700357044,0.5656883187582149
13,8,53,81,30,1,88,80,75,4,62,68,17,74,85,2020-02-28,2020-02-28,2020-02-28,71,26,0.03355631920244606,0.6654651155710666,0.8082873462603978,0.8982546463121849,0.7640392486425873,0.44584582601880307,0.7137802435227386,0.7310659493128676,0.3787999119587656,0.5561932146364374,0.6805744918958945,0.7019684540588839,0.2573714167783454
57,63,57,49,18,58,10,63,80,79,34,5,17,72,63,2020-02-29,2020-02-29,2020-02-29,47,47,0.4933573848832873,0.34950773274313096,0.7942813240252742,0.04509541813245155,0.9969776280593942,0.15403343786330814,0.42753461289392025,0.06828548703530346,0.19770840724008765,0.0853121908176,0.854759727729021,0.03380513561294862,0.045702949353277234
24,92,8,23,99,31,81,28,48,12,88,79,31,91,35,2020-03-01,2020-03-01,2020-03-01,6,40,0.9295721701926477,0.9788466015339469,0.4508322596527211,0.19672807738492393,0.6367406162269282,0.19601964826016427,0.3267496242132524,0.8463282169572945,0.0663960860615207,0.7613571489962485,0.489098503026277,0.5503866160619505,0.8278084579070438
55,82,36,72,60,38,69,54,14,20,9,97,82,70,2,2020-03-02,2020-03-02,2020-03-02,65,30,0.4595615618597956,0.1057277674239967,0.6407713224873313,0.8904175587888088,0.1222583847211931,0.0033404480584939833,0.6969114639171108,0.24635749331868695,0.006822998762054833,0.31996746589984815,0.8543281065784496,0.6670742460246802,0.36888481784970983
30,6,81,41,23,31,20,5,21,75,68,87,61,94,42,2020-03-03,2020-03-03,2020-03-03,57,82,0.15080684781046527,0.12846279735008836,0.9907055664705826,0.8693843995309202,0.9350534672510583,0.5728534095945924,0.9595976927556134,0.4900865602880865,0.0415662193088977,0.22352050918025945,0.0580891728546612,0.688955288394485,0.34814914367117367
41,61,82,52,41,60,95,30,98,95,38,89,17,40,30,2020-03-04,2020-03-04,2020-03-04,75,18,0.03654038234703594,0.9770731065309868,0.5038021304053933,0.7145696576172815,0.24727682520334282,0.4635801857004357,0.6953399058949844,0.28112948746072286,0.12835243530339036,0.04104908048191214,0.11446878792307036,0.2982974363308678,0.227896196225164
66,24,73,1,88,38,64,27,90,90,7,89,80,42,18,2020-03-05,2020-03-05,2020-03-05,3,27,0.5756107353988986,0.23197587500606554,0.12300435920384933,0.48666693700457075,0.05057884147220615,0.7196100483899611,0.478008465737493,0.857233530268395,0.9657369835596873,0.9035776625528614,0.6354328079722317,0.25722650710452477,0.6209067963857371
81,44,70,20,23,12,12,34,8,27,49,72,55,97,83,2020-03-06,2020-03-06,2020-03-06,52,45,0.3071046890830177,0.4626102243923996,0.8876401543621094,0.48632776237352215,0.5326844090978509,0.7346081291103469,0.872162481099437,0.5739987884812904,0.5466921690968848,0.46155224570953723,0.7493231081605549,0.4950772267228456,0.823325320835217
88,22,3,9,11,6,39,39,66,60,37,6,6,39,36,2020-03-07,2020-03-07,2020-03-07,69,89,0.4500078322681108,0.7606195499914852,0.5822728146818034,0.22925076429157254,0.7913617889574293,0.382367229670753,0.2272422470349983,0.2675316980862177,0.6948012459643507,0.5564183090725402,0.5076847123515715,0.9726335995709967,0.525847536438449
89,50,80,85,10,5,50,25,95,3,84,4,78,12,14,2020-03-08,2020-03-08,2020-03-08,78,4,0.028456786156021097,0.7038731523317278,0.542585673567343,0.2455702372727494,0.970610578987058,0.21580837629737537,0.77510538327627,0.23862890742910692,0.07824031222153505,0.8019595174077482,0.7157668549290201,0.6670684349037825,0.8694141040369148
82,27,71,48,99,22,21,43,58,18,90,86,56,69,99,2020-03-09,2020-03-09,2020-03-09,99,5,0.0015564657990005948,0.7742248346591731,0.5444600112984191,0.3046678390831137,0.4920595053095238,0.47474532470575737,0.8823248339172335,0.3787274078935755,0.9480098407641281,0.04379484977782944,0.9109482490196901,0.5863507869976166,0.8296557778174426
12,99,98,20,12,98,26,98,96,46,7,90,89,39,52,2020-03-10,2020-03-10,2020-03-10,47,76,0.5812476162278453,0.04095445573484113,0.15507572041598294,0.9098014907817439,0.831371269237627,0.9781245278031956,0.298026971047365,0.07717744494947376,0.9585597677507027,0.20624654035483692,0.21306224679755192,0.229886167917839,0.3511747208821139
17,24,91,4,91,47,30,3,6,72,16,79,36,53,8,2020-03-11,2020-03-11,2020-03-11,59,87,0.5665471794485518,0.5157049468056787,0.06391963521835642,0.24162615543169697,0.26146305733260466,0.6632276747426881,0.9505810561928765,0.7469176639255565,0.6811720359081526,0.14252465633833145,0.8933391003753363,0.3327099516187956,0.14730151912983314
52,52,30,56,12,68,78,56,89,69,87,58,94,12,79,2020-03-12,2020-03-12,2020-03-12,9,87,0.026486855812011045,0.18128957800264223,0.8561037274798093,0.25501521175978314,0.28958259570282496,0.6023899223386214,0.7154349824883792,0.979908064134308,0.8074964259001792,0.6110565033771147,0.06724785197819694,0.2322762883108871,0.4939576418592406
83,90,4,38,8,30,79,12,74,12,17,61,64,60,2,2020-03-13,2020-03-13,2020-03-13,15,14,0.33182994707074787,0.36793772225986776,0.05410684020929124,0.7328873367893468,0.37898610147155887,0.8576142286272652,0.9131504826288251,0.40064838914952006,0.5871874146001769,0.39799930972188025,0.5255322063636244,0.24783113616457697,0.6962115071634994
19,54,29,65,86,89,74,9,83,12,93,52,82,56,16,2020-03-14,2020-03-14,2020-03-14,10,82,0.48221793735835883,0.5011566166338836,0.2606571768663134,0.7498767993053946,0.6619191031717793,0.8695469759474439,0.7703456892133015,0.9067847355930633,0.7517524467376306,0.9678091435681372,0.06736163842800313,0.9250265553488598,0.08669322076665842
4,89,86,29,59,86,79,66,77,12,26,12,91,35,2,2020-03-15,2020-03-15,2020-03-15,51,9,0.5482887421678115,0.7905935071344617,0.28783855660346136,0.5009427803010779,0.642564230490692,0.6740464157089965,0.8987088075955404,0.6936719956736607,0.18716717677783856,0.04890940092402973,0.6116834118500165,0.6193775863119464,0.9062980884203933
17,2,17,34,34,45,41,73,78,84,33,24,69,32,23,2020-03-16,2020-03-16,2020-03-16,90,74,0.1836179549324185,0.8336043005374388,0.5817104344849343,0.6939031205615217,0.1921701882127863,0.6319785451169507,0.6223727487020593,0.6648253013637196,0.38522220620532666,0.29690492143492864,0.059958100129187564,0.1313033298964441,0.2638725854945191
65,32,80,84,16,52,13,46,11,81,71,22,95,68,81,2020-03-17,2020-03-17,2020-03-17,33,34,0.23666732991439077,0.3477698772243626,0.03931019280144965,0.6074870925792643,0.74395174325609,0.4786906919897901,0.3798057156248479,0.37556641705260985,0.7186860712302575,0.23461956681133933,0.41977840128211075,0.16183959150582095,0.5719032953929117
65,2,51,97,83,83,58,23,16,16,29,72,28,89,58,2020-03-18,2020-03-18,2020-03-18,92,38,0.26295019647478857,0.4282744290802374,0.6046986464524414,0.904120039120808,0.7001771805776453,0.6295434941413218,0.5050197626762378,0.16995786332327467,0.8872760697089233,0.7920304825969499,0.7577645085004953,0.46166581014793184,0.26272984914786746
59,89,77,14,19,79,79,21,72,56,45,92,45,16,88,2020-03-19,2020-03-19,2020-03-19,40,19,0.029818432969172415,0.3130562083046353,0.2658471892731451,0.9052949208036796,0.3663750913862863,0.8205416067104868,0.0197507551930044,0.9804154133173749,0.3093028851432825,0.32926228083963205,0.5302016607869063,0.5127484010544645,0.05185440637850358
